release_date;movie;production_budget;domestic_gross;worldwide_gross;distributor;mpaa_rating;genre;profit_ratio;decade
2015-11-13;By the Sea;20000000;538460;3727746;Universal;R;Drama;1,86387300000000e-01;2010
2010-12-03;All Good Things;20000000;582024;873617;Other;R;Drama;4,36808500000000e-02;2010
2010-08-06;Middle Men;20000000;754301;754301;Other;R;Comedy;3,77150500000000e-02;2010
2000-10-20;The Yards;20000000;882710;2282710;Other;R;Drama;1,14135500000000e-01;2000
2008-05-23;The Children of Huang Shi;20000000;1031872;8221700;Other;R;Drama;4,11085000000000e-01;2000
2011-04-29;Dylan Dog: Dead of Night;20000000;1186538;6093725;Other;PG-13;Horror;3,04686250000000e-01;2010
2002-12-06;Equilibrium;20000000;1190018;5345869;Other;R;Action;2,67293450000000e-01;2000
2003-08-22;Marci X;20000000;1646664;1646664;Paramount Pictures;R;Comedy;8,23332000000000e-02;2000
2015-11-13;My All-American;20000000;2246000;2246000;Other;PG;Drama;1,12300000000000e-01;2010
2004-03-19;Bon Voyage;20000000;2353728;8361736;Sony Pictures;PG-13;Comedy;4,18086800000000e-01;2000
1999-10-29;Mononoke-hime;20000000;2374107;150350000;Other;PG-13;Action;7,51750000000000e+00;1990
2017-11-03;LBJ;20000000;2468683;2507181;Other;R;Drama;1,25359050000000e-01;2010
2008-10-24;Synecdoche, New York;20000000;3083538;4383538;Other;R;Drama;2,19176900000000e-01;2000
2007-11-21;I’m Not There;20000000;4017609;12397613;Other;R;Drama;6,19880650000000e-01;2000
2008-10-03;Flash of Genius;20000000;4442377;4504111;Universal;PG-13;Drama;2,25205550000000e-01;2000
2016-08-26;Hands of Stone;20000000;4712792;5032013;Other;R;Drama;2,51600650000000e-01;2010
2004-10-29;Birth;20000000;5005899;14603001;Other;R;Drama;7,30150050000000e-01;2000
2005-01-28;Alone in the Dark;20000000;5178569;8178569;Other;R;Horror;4,08928450000000e-01;2000
2009-08-14;Bandslam;20000000;5210988;12967829;Other;PG;Comedy;6,48391450000000e-01;2000
2011-11-23;A Dangerous Method;20000000;5702083;14807531;Other;R;Drama;7,40376550000000e-01;2010
2014-12-31;A Most Violent Year;20000000;5749134;8398291;Other;R;Drama;4,19914550000000e-01;2010
2012-10-26;Chasing Mavericks;20000000;6002756;8300821;20th Century Fox;PG;Drama;4,15041050000000e-01;2010
2015-04-24;Little Boy;20000000;6485961;17768390;Other;PG-13;Drama;8,88419500000000e-01;2010
2008-02-01;Strange Wilderness;20000000;6575282;6947084;Other;R;Comedy;3,47354200000000e-01;2000
2003-03-14;Willard;20000000;6882696;6882696;Other;PG-13;Horror;3,44134800000000e-01;2000
2008-10-03;An American Carol;20000000;7013191;7022183;Other;PG-13;Comedy;3,51109150000000e-01;2000
2005-09-16;Proof;20000000;7535331;8284331;Other;PG-13;Drama;4,14216550000000e-01;2000
2006-02-24;Doogal;20000000;7578946;28058652;Other;G;Adventure;1,40293260000000e+00;2000
2013-10-11;Machete Kills;20000000;8008161;18273009;Other;R;Action;9,13650450000000e-01;2010
2004-04-16;Connie & Carla;20000000;8047525;8047525;Universal;PG-13;Comedy;4,02376250000000e-01;2000
2014-12-12;Inherent Vice;20000000;8110975;14772346;Warner Bros.;R;Drama;7,38617300000000e-01;2010
2007-01-05;Code Name: The Cleaner;20000000;8135024;8135024;Other;PG-13;Comedy;4,06751200000000e-01;2000
2005-09-09;The Man;20000000;8330720;10393696;Other;PG-13;Comedy;5,19684800000000e-01;2000
2007-08-17;Death at a Funeral;20000000;8580428;46790428;Other;R;Comedy;2,33952140000000e+00;2000
2016-04-29;Ratchet and Clank;20000000;8813410;12769469;Other;PG;Adventure;6,38473450000000e-01;2010
2013-09-20;Battle of the Year;20000000;8888355;16723377;Sony Pictures;PG-13;Drama;8,36168850000000e-01;2010
2004-08-27;Superbabies: Baby Geniuses 2;20000000;9109322;9355369;Sony Pictures;PG;Adventure;4,67768450000000e-01;2000
2009-12-04;Everybody's Fine;20000000;9208876;9208876;Other;PG-13;Drama;4,60443800000000e-01;2000
2017-10-27;Thank You for Your Service;20000000;9479390;9985316;Universal;R;Drama;4,99265800000000e-01;2010
2016-06-03;Popstar: Never Stop Never Stopping;20000000;9496130;9537120;Universal;R;Comedy;4,76856000000000e-01;2010
2007-08-31;Death Sentence;20000000;9534258;16907831;20th Century Fox;R;Action;8,45391550000000e-01;2000
1989-12-15;We're No Angels;20000000;10555348;10555348;Paramount Pictures;PG-13;Comedy;5,27767400000000e-01;1980
2005-12-09;Mrs. Henderson Presents;20000000;11036366;27836366;Other;R;Comedy;1,39181830000000e+00;2000
2008-02-22;Be Kind Rewind;20000000;11175164;30894247;Other;PG-13;Comedy;1,54471235000000e+00;2000
1994-05-06;3 Ninjas Kick Back;20000000;11744960;11744960;Other;PG;Action;5,87248000000000e-01;1990
2009-03-27;12 Rounds;20000000;12234694;17306648;20th Century Fox;PG-13;Action;8,65332400000000e-01;2000
2002-08-23;Undisputed;20000000;12398628;12398628;Other;R;Drama;6,19931400000000e-01;2000
2005-10-28;The Weather Man;20000000;12482775;15466961;Paramount Pictures;R;Drama;7,73348050000000e-01;2000
2016-09-02;The Light Between Oceans;20000000;12545979;21748977;Other;PG-13;Drama;1,08744885000000e+00;2010
2002-11-22;The Quiet American;20000000;12987647;26348203;Other;R;Drama;1,31741015000000e+00;2000
1994-10-21;Bullets Over Broadway;20000000;13383747;13383747;Other;R;Comedy;6,69187350000000e-01;1990
2006-10-13;One Night with the King;20000000;13395961;13725032;Other;PG;Drama;6,86251600000000e-01;2000
2004-04-30;Envy;20000000;13548322;14566246;Other;PG-13;Comedy;7,28312300000000e-01;2000
2015-10-30;Burnt;20000000;13651946;36780895;Other;R;Comedy;1,83904475000000e+00;2010
1997-11-14;The Man Who Knew Too Little;20000000;13801755;13801755;Warner Bros.;PG;Comedy;6,90087750000000e-01;1990
2008-08-29;Disaster Movie;20000000;14190901;36720752;Other;PG-13;Comedy;1,83603760000000e+00;2000
1998-03-06;Twilight;20000000;15055091;15055091;Paramount Pictures;R;Drama;7,52754550000000e-01;1990
1965-02-15;The Greatest Story Ever Told;20000000;15473333;15473333;Other;G;Drama;7,73666650000000e-01;1960
2007-12-14;The Kite Runner;20000000;15800078;74180745;Other;PG-13;Drama;3,70903725000000e+00;2000
2003-11-21;21 Grams;20000000;16248701;59667625;Other;R;Drama;2,98338125000000e+00;2000
2007-03-16;Dead Silence;20000000;16574590;20614661;Universal;R;Horror;1,03073305000000e+00;2000
2002-07-26;The Country Bears;20000000;16988996;16988996;Other;G;Adventure;8,49449800000000e-01;2000
2005-04-08;Kung Fu Hustle;20000000;17104669;102034104;Other;R;Action;5,10170520000000e+00;2000
2009-02-20;Fired Up;20000000;17231291;18608570;Sony Pictures;PG-13;Comedy;9,30428500000000e-01;2000
2017-03-31;The Zookeeper’s Wife;20000000;17445186;24521550;Other;PG-13;Drama;1,22607750000000e+00;2010
1995-11-03;Home for the Holidays;20000000;17468887;22119269;Paramount Pictures;PG-13;Comedy;1,10596345000000e+00;1990
2012-10-26;Silent Hill: Revelation 3D;20000000;17530219;55975672;Other;R;Horror;2,79878360000000e+00;2010
2006-09-29;School for Scoundrels;20000000;17807569;17807569;Other;PG-13;Comedy;8,90378450000000e-01;2000
2005-02-11;Pooh's Heffalump Movie;20000000;18098433;55686944;Other;G;Adventure;2,78434720000000e+00;2000
1998-09-11;Simon Birch;20000000;18253415;18310591;Other;PG;Drama;9,15529550000000e-01;1990
2007-09-21;Into the Wild;20000000;18354356;56822960;Other;R;Drama;2,84114800000000e+00;2000
1985-04-12;Ladyhawke;20000000;18400000;18400000;Warner Bros.;NA;Action;9,20000000000000e-01;1980
1981-07-31;Under the Rainbow;20000000;18826490;18826490;Warner Bros.;NA;Comedy;9,41324500000000e-01;1980
2007-05-11;Georgia Rule;20000000;18882880;20819601;Universal;R;Drama;1,04098005000000e+00;2000
2008-09-19;My Best Friend's Girl;20000000;19219250;34787111;Other;R;Comedy;1,73935555000000e+00;2000
2007-03-23;Reign Over Me;20000000;19661987;20081987;Sony Pictures;R;Drama;1,00409935000000e+00;2000
2004-08-13;Yu-Gi-Oh;20000000;19762690;28762690;Warner Bros.;PG;Adventure;1,43813450000000e+00;2000
1998-10-30;Vampires;20000000;20268825;20268825;Sony Pictures;R;Horror;1,01344125000000e+00;1990
2009-08-21;Shorts;20000000;20919166;29870801;Warner Bros.;PG;Adventure;1,49354005000000e+00;2000
2005-10-07;2 For the Money;20000000;22991379;30491379;Universal;R;Drama;1,52456895000000e+00;2000
2006-03-24;Stay Alive;20000000;23086480;23187506;Other;PG-13;Horror;1,15937530000000e+00;2000
2010-09-17;Alpha and Omega 3D;20000000;25107267;48958353;Other;PG;Adventure;2,44791765000000e+00;2010
2010-09-24;You Again;20000000;25702053;32838945;Other;PG;Comedy;1,64194725000000e+00;2010
1996-01-19;From Dusk Till Dawn;20000000;25728961;25732986;Other;R;Horror;1,28664930000000e+00;1990
2013-08-23;The World's End;20000000;26004851;47508505;Other;R;Comedy;2,37542525000000e+00;2010
1996-01-12;Eye for an Eye;20000000;26792700;26792700;Paramount Pictures;R;Drama;1,33963500000000e+00;1990
2008-01-04;One Missed Call;20000000;26890041;44513466;Warner Bros.;PG-13;Horror;2,22567330000000e+00;2000
2006-04-28;Stick It;20000000;26910736;30399714;Other;PG-13;Comedy;1,51998570000000e+00;2000
2000-03-31;High Fidelity;20000000;27277055;47881663;Other;R;Comedy;2,39408315000000e+00;2000
2010-01-08;Daybreakers;20000000;30101577;51445503;Other;R;Horror;2,57227515000000e+00;2010
2002-10-25;Ghost Ship;20000000;30113491;68349884;Warner Bros.;R;Horror;3,41749420000000e+00;2000
2008-11-26;Milk;20000000;31841299;57293371;Other;R;Drama;2,86466855000000e+00;2000
2013-04-12;Scary Movie V;20000000;32015787;78613981;Other;PG-13;Comedy;3,93069905000000e+00;2010
2004-10-15;Team America: World Police;20000000;32774834;50948811;Paramount Pictures;R;Comedy;2,54744055000000e+00;2000
2008-12-12;Doubt;20000000;33446470;53191101;Other;PG-13;Drama;2,65955505000000e+00;2000
2014-09-19;This is Where I Leave You;20000000;34296320;41296320;Warner Bros.;R;Comedy;2,06481600000000e+00;2010
2006-10-27;Babel;20000000;34302837;132121212;Other;R;Drama;6,60606060000000e+00;2000
2013-01-04;Texas Chainsaw 3D;20000000;34341945;47666013;Other;R;Horror;2,38330065000000e+00;2010
2011-11-04;A Very Harold & Kumar 3D Christmas;20000000;35061031;36265745;Warner Bros.;R;Comedy;1,81328725000000e+00;2010
1997-03-21;Selena;20000000;35450113;35450113;Warner Bros.;PG;Drama;1,77250565000000e+00;1990
2010-08-18;Vampires Suck;20000000;36661504;81424988;20th Century Fox;PG-13;Comedy;4,07124940000000e+00;2010
2016-02-19;Risen;20000000;36880033;46255763;Sony Pictures;PG-13;Drama;2,31278815000000e+00;2010
2006-10-13;Man of the Year;20000000;37442180;41342180;Universal;PG-13;Comedy;2,06710900000000e+00;2000
1991-07-19;Bill & Ted's Bogus Journey;20000000;37537675;37537675;Other;PG;Adventure;1,87688375000000e+00;1990
1998-08-14;How Stella Got Her Groove Back;20000000;37672944;37672944;20th Century Fox;R;Drama;1,88364720000000e+00;1990
1982-05-14;Conan the Barbarian;20000000;38264085;79114085;Universal;NA;Action;3,95570425000000e+00;1980
2006-10-13;The Grudge 2;20000000;39143839;70743839;Sony Pictures;PG-13;Horror;3,53719195000000e+00;2000
2007-01-26;Epic Movie;20000000;39739367;86858578;20th Century Fox;PG-13;Comedy;4,34292890000000e+00;2000
2017-11-17;The Star;20000000;40847995;62758010;Sony Pictures;PG;Adventure;3,13790050000000e+00;2010
2009-07-24;Orphan;20000000;41596251;78769428;Warner Bros.;R;Drama;3,93847140000000e+00;2000
2008-03-21;Meet the Browns;20000000;41975388;41975388;Other;PG-13;Comedy;2,09876940000000e+00;2000
2015-06-26;Max;20000000;42656255;43658157;Warner Bros.;PG;Adventure;2,18290785000000e+00;2010
2015-11-06;Spotlight;20000000;45055776;92108847;Other;R;Drama;4,60544235000000e+00;2010
2000-02-11;The Tigger Movie;20000000;45542421;96147688;Other;G;Adventure;4,80738440000000e+00;2000
2005-02-04;Boogeyman;20000000;46752382;67192859;Sony Pictures;PG-13;Horror;3,35964295000000e+00;2000
2003-02-14;The Jungle Book 2;20000000;47901582;140122225;Other;G;Adventure;7,00611125000000e+00;2000
2002-02-15;Peter Pan: Return to Neverland;20000000;48430258;109862682;Other;G;Adventure;5,49313410000000e+00;2000
2006-02-17;Date Movie;20000000;48548426;85146165;20th Century Fox;PG-13;Comedy;4,25730825000000e+00;2000
2015-01-09;Selma;20000000;52076908;66776576;Paramount Pictures;PG-13;Drama;3,33882880000000e+00;2010
1990-12-07;Edward Scissorhands;20000000;53976987;53976987;20th Century Fox;PG-13;Comedy;2,69884935000000e+00;1990
2016-04-15;Barbershop: The Next Cut;20000000;54030051;54404202;Warner Bros.;PG-13;Comedy;2,72021010000000e+00;2010
2016-06-03;Me Before You;20000000;56245075;208314186;Warner Bros.;PG-13;Drama;1,04157093000000e+01;2010
2002-12-13;Drumline;20000000;56398162;56398162;20th Century Fox;PG-13;Comedy;2,81990810000000e+00;2000
2013-10-18;12 Years a Slave;20000000;56671993;181025343;Other;R;Drama;9,05126715000000e+00;2010
1998-10-23;La vita è bella;20000000;57598247;229385361;Other;PG-13;Drama;1,14692680500000e+01;1990
2010-04-02;Why Did I Get Married Too?;20000000;60095852;60831067;Other;PG-13;Drama;3,04155335000000e+00;2010
2010-03-31;The Last Song;20000000;62950384;92678948;Other;PG;Drama;4,63394740000000e+00;2010
2003-04-18;Holes;20000000;67383924;71232214;Other;PG;Drama;3,56161070000000e+00;2000
2004-06-23;White Chicks;20000000;69148997;111448997;Sony Pictures;PG-13;Comedy;5,57244985000000e+00;2000
1995-08-18;Mortal Kombat;20000000;70433227;122133227;Other;PG-13;Action;6,10666135000000e+00;1990
1993-07-16;Free Willy;20000000;77698625;153698625;Warner Bros.;PG;Adventure;7,68493125000000e+00;1990
2003-10-03;School of Rock;20000000;81261177;131944672;Paramount Pictures;PG-13;Comedy;6,59723360000000e+00;2000
2011-11-16;The Descendants;20000000;82624961;175507800;Other;R;Drama;8,77539000000000e+00;2010
2014-07-02;Tammy;20000000;84525432;96407655;Warner Bros.;R;Comedy;4,82038275000000e+00;2010
2008-10-03;Beverly Hills Chihuahua;20000000;94514402;154218168;Other;PG;Adventure;7,71090840000000e+00;2000
1978-06-16;Jaws 2;20000000;102922376;208900376;Universal;PG;Horror;1,04450188000000e+01;1970
2016-07-29;Bad Moms;20000000;113257297;180999077;Other;R;Comedy;9,04995385000000e+00;2010
2010-10-15;Jackass 3D;20000000;117229692;171685793;Paramount Pictures;R;Comedy;8,58428965000000e+00;2010
1992-02-14;Wayne's World;20000000;121697323;183097323;Paramount Pictures;PG-13;Comedy;9,15486615000000e+00;1990
2017-11-17;Wonder;20000000;132422809;305051118;Other;PG;Drama;1,52525559000000e+01;2010
2003-03-07;Bringing Down the House;20000000;132675402;164675402;Other;PG-13;Comedy;8,23377010000000e+00;2000
2013-07-19;The Conjuring;20000000;137400141;318000141;Warner Bros.;R;Horror;1,59000070500000e+01;2010
1987-05-20;Beverly Hills Cop II;20000000;153665036;276665036;Paramount Pictures;R;Action;1,38332518000000e+01;1980
1977-11-16;Close Encounters of the Third Kind;20000000;169100479;340800479;Other;PG;Adventure;1,70400239500000e+01;1970
1992-11-20;Home Alone 2: Lost in New York;20000000;173585516;358994850;20th Century Fox;PG;Adventure;1,79497425000000e+01;1990
1981-06-12;Raiders of the Lost Ark;20000000;225686079;367452079;Paramount Pictures;PG;Adventure;1,83726039500000e+01;1980
2006-08-11;Pulse;20500000;20264436;30241435;Other;R;Horror;1,47519195121951e+00;2000
1982-07-23;The Best Little Whorehouse in Texas;20500000;69701637;69701637;Universal;R;Comedy;3,40007985365854e+00;1980
2017-02-24;Bitter Harvest;21000000;557241;606162;Other;R;Drama;2,88648571428571e-02;2010
2011-05-06;The Beaver;21000000;970816;5046038;Other;PG-13;Comedy;2,40287523809524e-01;2010
2002-09-27;Moonlight Mile;21000000;6830957;6830957;Other;PG-13;Drama;3,25283666666667e-01;2000
2009-06-05;Away We Go;21000000;9451946;10108016;Other;R;Comedy;4,81334095238095e-01;2000
2008-08-01;Swing Vote;21000000;16289867;17589867;Other;PG-13;Comedy;8,37612714285714e-01;2000
1999-03-12;The Rage: Carrie 2;21000000;17760244;17760244;Other;R;Horror;8,45725904761905e-01;1990
2008-03-14;Never Back Down;21000000;24850922;39319801;Other;PG-13;Action;1,87237147619048e+00;2000
2002-10-11;The Transporter;21000000;25296447;43928932;20th Century Fox;PG-13;Action;2,09185390476190e+00;2000
2007-01-05;Freedom Writers;21000000;36605602;43632609;Paramount Pictures;PG-13;Drama;2,07774328571429e+00;2000
2010-11-05;For Colored Girls;21000000;37729698;38017873;Other;R;Drama;1,81037490476190e+00;2010
2001-09-14;Hardball;21000000;40222729;43728560;Paramount Pictures;PG-13;Drama;2,08231238095238e+00;2000
1993-03-19;Teenage Mutant Ninja Turtles III;21000000;42273609;42273609;Other;PG;Adventure;2,01302900000000e+00;1990
1982-06-18;Firefox;21000000;45785720;45785720;Warner Bros.;PG;Action;2,18027238095238e+00;1980
1999-06-30;South Park: Bigger, Longer & Uncut;21000000;52037603;52037603;Paramount Pictures;R;Comedy;2,47798109523810e+00;1990
2012-11-16;Silver Linings Playbook;21000000;132092958;236412453;Other;R;Drama;1,12577358571429e+01;2010
1996-12-20;My Fellow Americans;21500000;22331846;22331846;Warner Bros.;PG-13;Comedy;1,03869051162791e+00;1990
2007-10-05;Michael Clayton;21500000;49033882;92987651;Warner Bros.;R;Drama;4,32500702325581e+00;2000
2007-07-27;Molière;21600000;635733;791154;Other;PG-13;Comedy;3,66275000000000e-02;2000
1977-06-24;Sorcerer;21600000;12000000;12005968;Paramount Pictures;PG;Adventure;5,55831851851852e-01;1970
2006-03-03;Joyeux Noël;22000000;1054361;23134075;Other;PG-13;Drama;1,05154886363636e+00;2000
2010-10-08;Stone;22000000;1810078;4065020;Other;R;Drama;1,84773636363636e-01;2010
2005-11-23;The Libertine;22000000;4835065;9448623;Other;R;Drama;4,29482863636364e-01;2000
1970-01-01;Darling Lili;22000000;5000000;5000000;NA;NA;Drama;2,27272727272727e-01;1970
2001-09-21;Megiddo: Omega Code 2;22000000;6047691;6047691;Other;PG-13;Action;2,74895045454545e-01;2000
2017-12-08;Just Getting Started;22000000;6069605;6756452;Other;PG-13;Comedy;3,07111454545455e-01;2010
1999-08-27;Dudley Do-Right;22000000;9818792;9818792;Universal;PG;Adventure;4,46308727272727e-01;1990
1993-11-05;RoboCop 3;22000000;10696210;10696210;Other;PG-13;Action;4,86191363636364e-01;1990
2013-12-04;Out of the Furnace;22000000;11330849;15434375;Other;R;Drama;7,01562500000000e-01;2010
2017-11-17;Roman J. Israel, Esq.;22000000;11962712;12967012;Sony Pictures;PG-13;Drama;5,89409636363636e-01;2010
2004-10-01;I Heart Huckabees;22000000;12784713;20034713;Other;R;Comedy;9,10668772727273e-01;2000
2000-10-27;The Little Vampire;22000000;13555988;13555988;Other;PG;Adventure;6,16181272727273e-01;2000
2012-08-22;Hit & Run;22000000;13749300;17216955;Other;R;Comedy;7,82588863636364e-01;2010
2001-04-11;Josie and the Pussycats;22000000;14252830;14252830;Universal;PG-13;Comedy;6,47855909090909e-01;2000
2015-09-04;The Transporter Refueled;22000000;16029670;69698495;Other;PG-13;Action;3,16811340909091e+00;2010
1999-07-02;Summer of Sam;22000000;19288130;19288130;Other;R;Drama;8,76733181818182e-01;1990
2001-02-09;Saving Silverman;22000000;19351569;25873142;Sony Pictures;R;Comedy;1,17605190909091e+00;2000
2008-09-19;Igor;22000000;19528602;31013349;Other;PG;Adventure;1,40969768181818e+00;2000
2013-11-27;Homefront;22000000;20158492;51695362;Other;R;Action;2,34978918181818e+00;2010
2008-01-18;Mad Money;22000000;20668843;25044057;Other;PG-13;Comedy;1,13836622727273e+00;2000
2017-05-19;Diary of a Wimpy Kid: The Long Haul;22000000;20738724;35608734;20th Century Fox;PG;Adventure;1,61857881818182e+00;2010
2005-08-12;Deuce Bigalow: European Gigolo;22000000;22400154;45273464;Sony Pictures;R;Comedy;2,05788472727273e+00;2000
1993-12-29;Shadowlands;22000000;25842377;25842377;Other;R;Drama;1,17465350000000e+00;1990
2001-08-24;Jay and Silent Bob Strike Back;22000000;30059386;33762400;Other;R;Comedy;1,53465454545455e+00;2000
2016-02-05;Hail, Caesar!;22000000;30080225;64171419;Universal;PG-13;Comedy;2,91688268181818e+00;2010
2013-11-22;Delivery Man;22000000;30659817;70536870;Other;PG-13;Comedy;3,20622136363636e+00;2010
2005-11-11;Derailed;22000000;36020063;57520063;Other;R;Action;2,61454831818182e+00;2000
2001-12-28;I Am Sam;22000000;40270895;92542418;Other;PG-13;Drama;4,20647354545455e+00;2000
2012-08-03;Diary of a Wimpy Kid: Dog Days;22000000;49008662;77229695;20th Century Fox;PG;Adventure;3,51044068181818e+00;2010
2003-09-19;Underworld;22000000;51970690;95708457;Sony Pictures;R;Action;4,35038440909091e+00;2000
1982-12-08;Gandhi;22000000;52767889;127767889;Sony Pictures;PG;Drama;5,80763131818182e+00;1980
2001-06-01;The Animal;22000000;55762229;55762229;Sony Pictures;PG-13;Comedy;2,53464677272727e+00;2000
2014-02-28;Son of God;22000000;59700064;70949793;20th Century Fox;PG-13;Drama;3,22499059090909e+00;2010
1995-06-02;The Bridges of Madison County;22000000;71516617;175516617;Warner Bros.;PG-13;Drama;7,97802804545455e+00;1990
2002-03-29;The Rookie;22000000;75600072;80491516;Other;G;Drama;3,65870527272727e+00;2000
2007-09-28;The Game Plan;22000000;90648202;146590987;Other;PG;Comedy;6,66322668181818e+00;2000
1994-11-11;The Santa Clause;22000000;144833357;189800000;Other;PG;Adventure;8,62727272727273e+00;1990
1990-07-13;Ghost;22000000;217631306;517600000;Paramount Pictures;PG-13;Drama;2,35272727272727e+01;1990
2015-04-24;The Water Diviner;22500000;4200117;30864649;Warner Bros.;R;Drama;1,37176217777778e+00;2010
1987-06-24;Spaceballs;22700000;38119483;38119483;Other;PG;Comedy;1,67927237885463e+00;1980
2008-04-25;Rogue;23000000;10452;4673377;Other;R;Horror;2,03190304347826e-01;2000
2009-06-26;Chéri;23000000;2715657;2715657;Other;R;Drama;1,18072043478261e-01;2000
2009-09-25;Coco avant Chanel;23000000;6113834;50813834;Other;PG-13;Drama;2,20929713043478e+00;2000
2007-09-14;In the Valley of Elah;23000000;6777741;24489150;Warner Bros.;R;Drama;1,06474565217391e+00;2000
1999-12-03;The End of the Affair;23000000;10660147;10660147;Sony Pictures;R;Drama;4,63484652173913e-01;1990
2008-08-22;The Longshots;23000000;11511323;11778396;Other;PG;Drama;5,12104173913044e-01;2000
1996-12-20;Marvin's Room;23000000;12803305;12803305;Other;PG-13;Drama;5,56665434782609e-01;1990
2000-08-25;The Crew;23000000;13019253;13019253;Other;PG-13;Comedy;5,66054478260870e-01;2000
1987-07-17;Jaws 4: The Revenge;23000000;15728335;15728335;Universal;PG-13;Horror;6,83840652173913e-01;1980
2016-02-26;Eddie the Eagle;23000000;15789389;45061177;20th Century Fox;PG-13;Drama;1,95918160869565e+00;2010
2004-09-01;Vanity Fair;23000000;16123851;19123851;Other;PG-13;Drama;8,31471782608696e-01;2000
1999-11-12;Anywhere But Here;23000000;18653615;18653615;20th Century Fox;PG-13;Drama;8,11026739130435e-01;1990
2012-02-17;Kari gurashi no Arietti;23000000;19192510;151496097;Other;G;Adventure;6,58678682608696e+00;2010
2014-01-10;Her;23000000;25568251;48259031;Warner Bros.;R;Drama;2,09821873913043e+00;2010
2000-02-18;Pitch Black;23000000;39235088;53182088;Other;R;Horror;2,31226469565217e+00;2000
2011-10-07;The Ides of March;23000000;40962534;77735925;Sony Pictures;R;Drama;3,37982282608696e+00;2010
1976-12-17;King Kong;23000000;52614445;90614445;Paramount Pictures;PG;Action;3,93975847826087e+00;1970
2000-03-17;Final Destination;23000000;53302314;112036870;Other;R;Horror;4,87116826086957e+00;2000
2015-01-16;The Wedding Ringer;23000000;64460211;80171596;Sony Pictures;R;Comedy;3,48572156521739e+00;2010
1995-04-07;Bad Boys;23000000;65647413;141247413;Sony Pictures;R;Action;6,14119186956522e+00;1990
1998-11-06;The Waterboy;23000000;161491646;190191646;Other;PG-13;Comedy;8,26920200000000e+00;1990
2009-10-02;Zombieland;23600000;75590286;102236596;Sony Pictures;R;Comedy;4,33205915254237e+00;2000
2005-06-10;The Bridge of San Luis Rey;24000000;49981;1696765;Other;PG;Drama;7,06985416666667e-02;2000
1995-08-25;The Thief and the Cobbler;24000000;669276;669276;Other;G;Adventure;2,78865000000000e-02;1990
1998-03-27;Meet the Deedles;24000000;4356126;4356126;Other;PG;Comedy;1,81505250000000e-01;1990
2005-06-10;Hauru no ugoku shiro;24000000;4710455;237814327;Other;PG;Adventure;9,90893029166667e+00;2000
2004-12-17;Beyond the Sea;24000000;6144806;8292914;Other;PG-13;Drama;3,45538083333333e-01;2000
1999-12-24;Play it to the Bone;24000000;8427204;8427204;Other;R;Comedy;3,51133500000000e-01;1990
2011-09-16;I Don't Know How She Does It;24000000;9659074;24474463;Other;PG-13;Comedy;1,01976929166667e+00;2010
2000-04-07;Ready to Rumble;24000000;12372410;12372410;Warner Bros.;PG-13;Comedy;5,15517083333333e-01;2000
1999-07-14;Muppets From Space;24000000;16304786;16304786;Sony Pictures;G;Adventure;6,79366083333333e-01;1990
2010-11-24;Faster;24000000;23240020;35792945;Other;R;Action;1,49137270833333e+00;2010
2010-08-20;Piranha 3D;24000000;25003155;83660160;Other;R;Horror;3,48584000000000e+00;2010
1999-12-21;Girl, Interrupted;24000000;28871190;28871190;Sony Pictures;R;Drama;1,20296625000000e+00;1990
2001-01-12;Double Take;24000000;29823162;29823162;Other;PG-13;Action;1,24263175000000e+00;2000
2008-10-31;Zack and Miri Make a Porno;24000000;31457946;36856306;Other;R;Comedy;1,53567941666667e+00;2000
1991-09-20;The Fisher King;24000000;41798224;41798224;Sony Pictures;R;Drama;1,74159266666667e+00;1990
1991-07-12;Point Break;24000000;43218387;83531958;20th Century Fox;R;Action;3,48049825000000e+00;1990
2017-04-07;Going in Style;24000000;45018541;78673103;Warner Bros.;PG-13;Comedy;3,27804595833333e+00;2010
2000-02-18;The Whole Nine Yards;24000000;57262492;85527867;Warner Bros.;R;Comedy;3,56366112500000e+00;2000
2016-12-16;Fences;24000000;57682904;64282881;Paramount Pictures;PG-13;Drama;2,67845337500000e+00;2010
2006-12-20;Rocky Balboa;24000000;70269899;156229050;Other;PG;Drama;6,50954375000000e+00;2000
2003-02-21;Old School;24000000;75155000;86765463;Other;R;Comedy;3,61522762500000e+00;2000
1997-12-12;Scream 2;24000000;101363301;172363301;Other;R;Horror;7,18180420833333e+00;1990
1986-11-26;Star Trek IV: The Voyage Home;24000000;109713132;133000000;Paramount Pictures;PG;Adventure;5,54166666666667e+00;1980
2011-07-08;Ironclad;25000000;0;5297411;Other;R;Action;2,11896440000000e-01;2010
2010-06-30;Love Ranch;25000000;137885;146149;NA;R;Drama;5,84596000000000e-03;2010
2013-03-22;On the Road;25000000;720828;9313302;Other;R;Drama;3,72532080000000e-01;2010
1998-09-11;Without Limits;25000000;780326;780326;Warner Bros.;PG-13;Drama;3,12130400000000e-02;1990
2009-11-25;Me and Orson Welles;25000000;1190003;1190003;Other;PG-13;Drama;4,76001200000000e-02;2000
2006-01-06;BloodRayne;25000000;2405420;3605420;Other;R;Action;1,44216800000000e-01;2000
2017-09-01;Tulip Fever;25000000;2455635;6498776;Other;R;Drama;2,59951040000000e-01;2010
